age,job,marital,education,default_status,balance,housing,loan,contact,day,month,duration_minutes,campaign,previous,poutcome,y,pdays,Cluster
51,services,married,secondary,no,540.0,yes,no,unknown,5,jun,2.07,2,0,unknown,no,-1,1
57,management,married,secondary,no,4046.0,no,yes,unknown,5,jun,5.52,1,0,unknown,no,-1,1
36,blue-collar,married,secondary,no,0.0,no,no,unknown,5,jun,2.9,1,0,unknown,no,-1,1
41,admin.,single,secondary,no,2790.0,yes,no,unknown,5,jun,3.17,1,0,unknown,no,-1,1
51,unknown,single,unknown,no,0.0,no,no,unknown,5,jun,6.82,1,0,unknown,no,-1,1
55,retired,divorced,tertiary,no,1218.0,no,yes,unknown,5,jun,2.42,1,0,unknown,no,-1,1
42,services,married,secondary,no,1007.0,no,no,unknown,5,jun,2.32,1,0,unknown,no,-1,1
45,blue-collar,married,unknown,no,419.0,no,no,unknown,5,jun,7.0,1,0,unknown,no,-1,1
37,self-employed,married,tertiary,no,144.0,yes,no,unknown,5,jun,4.12,2,0,unknown,no,-1,1
57,blue-collar,married,primary,no,60.0,no,no,unknown,5,jun,1.5,1,0,unknown,no,-1,1
47,blue-collar,married,primary,no,421.0,yes,yes,unknown,5,jun,0.87,1,0,unknown,no,-1,1
39,technician,single,secondary,no,681.0,yes,no,unknown,5,jun,2.83,1,0,unknown,no,-1,1
37,services,single,secondary,no,244.0,no,no,unknown,5,jun,1.17,1,0,unknown,no,-1,1
39,blue-collar,married,primary,no,3503.0,no,no,unknown,5,jun,1.48,1,0,unknown,no,-1,1
50,management,married,tertiary,no,15442.0,no,no,unknown,5,jun,1.52,1,0,unknown,no,-1,1
37,management,single,tertiary,no,240.0,no,no,unknown,5,jun,18.72,1,0,unknown,yes,-1,3
37,blue-collar,single,primary,no,0.0,no,no,unknown,5,jun,0.65,1,0,unknown,no,-1,1
37,entrepreneur,married,unknown,no,983.0,no,yes,unknown,5,jun,3.75,1,0,unknown,no,-1,1
46,management,divorced,tertiary,no,743.0,no,no,unknown,5,jun,0.6,2,0,unknown,no,-1,1
47,technician,married,secondary,no,89.0,no,no,unknown,5,jun,4.78,1,0,unknown,no,-1,1
59,blue-collar,married,primary,no,3587.0,no,yes,unknown,5,jun,1.97,2,0,unknown,no,-1,1
42,blue-collar,married,primary,no,1401.0,yes,no,unknown,5,jun,10.45,1,0,unknown,no,-1,1
60,retired,married,tertiary,no,9397.0,no,no,unknown,5,jun,7.13,1,0,unknown,no,-1,1
39,services,married,secondary,no,-119.0,no,yes,unknown,5,jun,1.73,2,0,unknown,no,-1,1
37,unemployed,single,primary,no,1648.0,yes,no,unknown,5,jun,2.77,2,0,unknown,no,-1,1
60,management,married,tertiary,no,13360.0,no,yes,unknown,5,jun,4.4,1,0,unknown,no,-1,1
37,admin.,married,secondary,no,641.0,yes,no,unknown,5,jun,0.7,1,0,unknown,no,-1,1
45,housemaid,married,tertiary,no,2424.0,no,no,unknown,5,jun,7.53,1,0,unknown,no,-1,1
37,entrepreneur,divorced,secondary,no,14.0,no,no,unknown,5,jun,0.37,1,0,unknown,no,-1,1
55,retired,married,primary,no,0.0,no,no,unknown,5,jun,4.53,1,0,unknown,no,-1,1
56,management,divorced,tertiary,no,982.0,no,no,unknown,5,jun,2.53,1,0,unknown,no,-1,1
31,blue-collar,married,secondary,no,1779.0,yes,no,unknown,5,jun,1.42,2,0,unknown,no,-1,1
55,housemaid,single,primary,no,0.0,no,no,unknown,5,jun,4.12,1,0,unknown,no,-1,1
46,admin.,single,secondary,no,849.0,yes,no,unknown,5,jun,8.47,2,0,unknown,yes,-1,1
56,blue-collar,married,primary,no,206.0,no,no,unknown,5,jun,5.25,1,0,unknown,no,-1,1
28,admin.,single,secondary,no,25.0,yes,no,unknown,5,jun,1.82,2,0,unknown,no,-1,1
35,blue-collar,single,primary,no,227.0,no,yes,unknown,5,jun,6.9,1,0,unknown,no,-1,1
44,services,married,unknown,no,67.0,yes,no,unknown,5,jun,3.37,1,0,unknown,no,-1,1
50,retired,married,primary,no,420.0,no,no,unknown,5,jun,1.78,1,0,unknown,no,-1,1
42,unknown,single,unknown,no,1316.0,no,no,unknown,5,jun,4.75,1,0,unknown,no,-1,1
51,technician,divorced,secondary,no,1.0,yes,no,unknown,5,jun,4.83,1,0,unknown,no,-1,1
42,unemployed,married,secondary,no,202.0,no,no,unknown,5,jun,4.28,1,0,unknown,no,-1,1
42,technician,married,secondary,no,769.0,no,no,unknown,5,jun,1.5,1,0,unknown,no,-1,1
59,housemaid,married,primary,no,495.0,no,no,unknown,5,jun,2.5,2,0,unknown,no,-1,1
48,management,married,tertiary,no,2960.0,no,no,unknown,5,jun,1.43,1,0,unknown,no,-1,1
57,housemaid,divorced,primary,no,3063.0,no,no,unknown,5,jun,0.35,1,0,unknown,no,-1,1
56,retired,married,primary,no,842.0,no,yes,unknown,5,jun,1.8,1,0,unknown,no,-1,1
48,blue-collar,single,primary,no,316.0,no,no,unknown,5,jun,9.33,2,0,unknown,no,-1,1
59,blue-collar,married,unknown,no,139.0,no,no,unknown,5,jun,2.55,1,0,unknown,no,-1,1
36,blue-collar,married,secondary,no,346.0,yes,no,unknown,5,jun,3.37,1,0,unknown,no,-1,1
43,blue-collar,single,secondary,no,318.0,yes,no,unknown,5,jun,12.27,2,0,unknown,yes,-1,3
44,unemployed,married,tertiary,no,1151.0,yes,no,unknown,5,jun,2.12,2,0,unknown,no,-1,1
47,management,married,tertiary,no,0.0,no,no,unknown,5,jun,4.42,2,0,unknown,no,-1,1
27,management,single,tertiary,no,703.0,yes,no,unknown,5,jun,9.83,3,0,unknown,yes,-1,1
60,blue-collar,married,secondary,no,40.0,no,no,unknown,5,jun,2.1,2,0,unknown,no,-1,1
59,unknown,married,primary,no,1470.0,no,no,unknown,5,jun,1.23,1,0,unknown,no,-1,1
42,housemaid,married,primary,no,0.0,no,yes,unknown,5,jun,0.8,2,0,unknown,no,-1,1
35,entrepreneur,single,tertiary,no,1800.0,yes,no,unknown,5,jun,0.88,1,0,unknown,no,-1,1
45,services,married,secondary,no,0.0,no,yes,unknown,5,jun,6.17,2,0,unknown,no,-1,1
60,retired,married,secondary,no,4820.0,no,no,unknown,5,jun,6.98,1,0,unknown,no,-1,1
38,management,divorced,tertiary,no,4207.0,no,no,unknown,5,jun,5.92,1,0,unknown,no,-1,1
53,unemployed,divorced,secondary,no,1242.0,no,no,unknown,5,jun,4.67,1,0,unknown,no,-1,1
37,technician,single,secondary,no,0.0,no,no,unknown,5,jun,1.33,2,0,unknown,no,-1,1
54,entrepreneur,married,tertiary,no,11464.0,no,no,unknown,5,jun,3.7,1,0,unknown,no,-1,1
39,services,married,secondary,no,0.0,no,no,unknown,5,jun,4.18,1,0,unknown,no,-1,1
45,services,married,secondary,no,6397.0,yes,no,unknown,5,jun,1.95,2,0,unknown,no,-1,1
42,admin.,single,secondary,no,2758.0,yes,no,unknown,5,jun,3.95,3,0,unknown,no,-1,1
50,management,married,unknown,no,3304.0,no,no,unknown,5,jun,16.82,2,0,unknown,no,-1,3
47,blue-collar,married,primary,yes,0.0,no,no,unknown,5,jun,2.47,2,0,unknown,no,-1,1
38,services,divorced,secondary,no,61.0,no,no,unknown,5,jun,10.6,1,0,unknown,yes,-1,1
42,blue-collar,married,secondary,no,865.0,no,yes,unknown,5,jun,1.35,1,0,unknown,no,-1,1
46,blue-collar,married,secondary,no,0.0,yes,no,unknown,5,jun,1.38,2,0,unknown,no,-1,1
39,blue-collar,married,secondary,no,3231.0,yes,yes,unknown,5,jun,2.73,2,0,unknown,no,-1,1
56,management,married,primary,no,7747.0,no,no,unknown,5,jun,1.72,2,0,unknown,no,-1,1
49,blue-collar,married,secondary,no,787.0,yes,no,unknown,5,jun,4.67,1,0,unknown,no,-1,1
39,admin.,single,secondary,no,0.0,yes,no,unknown,5,jun,0.37,1,0,unknown,no,-1,1
61,housemaid,married,unknown,no,0.0,no,no,unknown,5,jun,1.97,1,0,unknown,no,-1,1
45,blue-collar,married,primary,no,1227.0,no,no,unknown,5,jun,2.12,3,0,unknown,no,-1,1
32,blue-collar,single,secondary,no,226.0,yes,no,unknown,5,jun,7.1,5,0,unknown,no,-1,1
53,services,divorced,primary,no,3107.0,no,no,unknown,5,jun,2.53,1,0,unknown,no,-1,1
53,housemaid,married,primary,no,104.0,no,yes,unknown,5,jun,11.68,1,0,unknown,yes,-1,3
36,unemployed,single,primary,no,1201.0,yes,no,unknown,5,jun,0.95,1,0,unknown,no,-1,1
37,management,divorced,tertiary,no,168.0,yes,no,unknown,5,jun,3.78,1,0,unknown,no,-1,1
54,housemaid,divorced,secondary,no,1327.0,no,no,unknown,5,jun,1.92,2,0,unknown,no,-1,1
58,admin.,married,unknown,no,4318.0,no,no,unknown,5,jun,5.12,2,0,unknown,no,-1,1
46,blue-collar,married,primary,no,5164.0,yes,no,unknown,5,jun,4.45,11,0,unknown,no,-1,4
49,management,married,tertiary,no,414.0,yes,no,unknown,5,jun,2.58,3,0,unknown,no,-1,1
41,admin.,married,secondary,no,4320.0,yes,no,unknown,5,jun,4.08,2,0,unknown,no,-1,1
48,admin.,married,secondary,no,476.0,no,no,unknown,5,jun,8.15,3,0,unknown,no,-1,1
47,blue-collar,married,secondary,no,1996.0,no,no,unknown,5,jun,12.68,2,0,unknown,yes,-1,3
56,housemaid,divorced,primary,yes,1238.0,no,no,unknown,5,jun,25.97,1,0,unknown,yes,-1,3
41,housemaid,married,secondary,no,879.0,no,no,unknown,5,jun,17.55,2,0,unknown,yes,-1,3
37,blue-collar,married,secondary,no,196.0,yes,no,unknown,5,jun,1.1,3,0,unknown,no,-1,1
29,blue-collar,married,secondary,no,185.0,yes,yes,unknown,5,jun,7.85,3,0,unknown,no,-1,1
29,self-employed,married,secondary,no,425.0,yes,no,unknown,5,jun,9.37,15,0,unknown,yes,-1,4
48,management,married,primary,no,0.0,yes,no,unknown,5,jun,1.78,1,0,unknown,no,-1,1
30,entrepreneur,single,tertiary,no,734.0,yes,no,unknown,5,jun,1.88,3,0,unknown,no,-1,1
37,technician,single,secondary,no,255.0,no,no,unknown,5,jun,7.45,2,0,unknown,no,-1,1
38,admin.,married,secondary,no,4458.0,yes,no,unknown,5,jun,3.58,1,0,unknown,no,-1,1
60,blue-collar,married,secondary,no,71.0,no,no,unknown,5,jun,3.08,1,0,unknown,no,-1,1
37,entrepreneur,married,secondary,no,351.0,yes,no,unknown,5,jun,2.82,3,0,unknown,no,-1,1
39,services,married,secondary,no,0.0,yes,no,unknown,5,jun,10.33,2,0,unknown,no,-1,1
55,management,single,tertiary,no,7025.0,no,no,unknown,5,jun,2.32,3,0,unknown,no,-1,1
40,blue-collar,married,primary,no,743.0,no,no,unknown,5,jun,0.3,2,0,unknown,no,-1,1
51,unemployed,married,primary,no,0.0,no,no,unknown,5,jun,0.38,2,0,unknown,no,-1,1
33,housemaid,divorced,secondary,no,-18.0,yes,no,unknown,5,jun,0.45,8,0,unknown,no,-1,1
55,blue-collar,married,secondary,no,660.0,no,no,unknown,5,jun,5.8,1,0,unknown,no,-1,1
26,technician,married,secondary,no,-293.0,yes,yes,unknown,5,jun,1.07,2,0,unknown,no,-1,1
38,self-employed,married,unknown,no,10855.0,no,no,unknown,5,jun,0.95,2,0,unknown,no,-1,1
38,blue-collar,married,secondary,no,0.0,no,no,unknown,5,jun,1.18,1,0,unknown,no,-1,1
36,blue-collar,married,primary,no,130.0,yes,no,unknown,5,jun,1.6,2,0,unknown,no,-1,1
43,services,single,secondary,no,848.0,no,no,unknown,5,jun,2.8,2,0,unknown,no,-1,1
36,unknown,single,unknown,no,1070.0,no,no,unknown,5,jun,5.77,3,0,unknown,no,-1,1
48,technician,married,unknown,no,460.0,no,no,unknown,5,jun,1.65,3,0,unknown,no,-1,1
38,services,single,tertiary,no,1222.0,yes,no,unknown,5,jun,3.95,2,0,unknown,no,-1,1
44,services,divorced,secondary,no,-389.0,yes,yes,unknown,5,jun,0.87,1,0,unknown,no,-1,1
37,blue-collar,single,primary,no,0.0,yes,no,unknown,5,jun,5.15,2,0,unknown,no,-1,1
58,blue-collar,married,secondary,no,0.0,no,no,unknown,5,jun,4.45,2,0,unknown,no,-1,1
38,services,married,secondary,no,2600.0,no,no,unknown,5,jun,0.45,2,0,unknown,no,-1,1
37,blue-collar,married,unknown,no,1795.0,yes,no,unknown,5,jun,8.52,1,0,unknown,no,-1,1
45,blue-collar,single,secondary,no,143.0,no,no,unknown,5,jun,3.35,1,0,unknown,no,-1,1
46,technician,married,secondary,no,792.0,no,no,unknown,5,jun,2.83,2,0,unknown,no,-1,1
29,services,married,primary,no,549.0,yes,no,unknown,5,jun,1.02,2,0,unknown,no,-1,1
39,admin.,married,secondary,no,15.0,no,no,unknown,5,jun,4.27,2,0,unknown,no,-1,1
41,admin.,married,secondary,no,21515.0,yes,no,unknown,5,jun,1.45,1,0,unknown,no,-1,1
44,management,married,tertiary,no,588.0,yes,no,unknown,5,jun,4.08,2,0,unknown,no,-1,1
48,services,single,secondary,no,220.0,no,no,unknown,5,jun,16.75,2,0,unknown,no,-1,3
39,unknown,single,secondary,no,914.0,no,no,unknown,5,jun,0.33,1,0,unknown,no,-1,1
48,admin.,married,secondary,no,1099.0,no,yes,unknown,5,jun,5.67,1,0,unknown,no,-1,1
36,admin.,single,unknown,no,1815.0,no,no,unknown,5,jun,6.45,1,0,unknown,no,-1,1
44,technician,married,secondary,no,1210.0,no,no,unknown,5,jun,11.5,2,0,unknown,no,-1,3
37,admin.,married,secondary,no,637.0,no,no,unknown,5,jun,18.07,1,0,unknown,no,-1,3
56,retired,married,primary,no,855.0,no,no,unknown,5,jun,2.33,2,0,unknown,no,-1,1
39,services,single,secondary,no,117.0,yes,no,unknown,5,jun,3.17,2,0,unknown,no,-1,1
50,technician,divorced,tertiary,no,1044.0,no,no,unknown,5,jun,6.67,2,0,unknown,no,-1,1
41,blue-collar,married,secondary,no,1459.0,no,no,unknown,5,jun,1.37,1,0,unknown,no,-1,1
48,entrepreneur,divorced,tertiary,no,275.0,no,yes,unknown,5,jun,0.57,1,0,unknown,no,-1,1
59,housemaid,married,primary,no,500.0,no,no,unknown,5,jun,1.57,1,0,unknown,no,-1,1
50,entrepreneur,single,primary,no,1659.0,no,no,unknown,5,jun,3.68,2,0,unknown,no,-1,1
36,self-employed,married,secondary,no,4579.0,yes,no,unknown,5,jun,9.38,1,0,unknown,no,-1,1
40,services,single,secondary,no,1038.0,no,no,unknown,5,jun,12.35,1,0,unknown,no,-1,3
55,admin.,single,secondary,no,533.0,no,no,unknown,5,jun,0.67,2,0,unknown,no,-1,1
52,management,married,primary,no,0.0,no,no,unknown,5,jun,1.42,3,0,unknown,no,-1,1
40,management,single,secondary,no,269.0,no,no,unknown,5,jun,2.13,1,0,unknown,no,-1,1
50,housemaid,married,secondary,no,34.0,yes,no,unknown,5,jun,2.72,1,0,unknown,no,-1,1
59,management,married,primary,no,3694.0,yes,no,unknown,5,jun,0.35,10,0,unknown,no,-1,1
52,management,married,tertiary,no,1111.0,no,no,unknown,5,jun,0.28,1,0,unknown,no,-1,1
40,unemployed,married,secondary,no,1779.0,yes,no,unknown,5,jun,0.98,7,0,unknown,no,-1,1
55,retired,married,tertiary,no,2996.0,no,no,unknown,5,jun,0.82,1,0,unknown,no,-1,1
53,retired,married,secondary,no,1554.0,no,no,unknown,5,jun,2.3,1,0,unknown,no,-1,1
40,self-employed,married,tertiary,no,1750.0,no,no,unknown,5,jun,3.28,1,0,unknown,no,-1,1
35,self-employed,married,secondary,no,188.0,yes,yes,unknown,5,jun,31.08,2,0,unknown,yes,-1,3
24,admin.,married,secondary,no,541.0,yes,no,unknown,5,jun,10.37,4,0,unknown,no,-1,1
53,management,married,tertiary,no,652.0,no,no,unknown,5,jun,1.52,1,0,unknown,no,-1,1
52,services,married,secondary,no,91.0,yes,no,unknown,5,jun,2.92,4,0,unknown,no,-1,1
38,admin.,single,secondary,no,3239.0,no,no,unknown,5,jun,13.62,2,0,unknown,yes,-1,3
44,technician,married,secondary,no,358.0,no,no,unknown,5,jun,2.98,1,0,unknown,no,-1,1
39,blue-collar,divorced,primary,yes,-294.0,yes,no,unknown,5,jun,3.02,2,0,unknown,no,-1,1
45,retired,divorced,secondary,no,229.0,no,no,unknown,5,jun,3.02,2,0,unknown,no,-1,1
32,blue-collar,married,secondary,no,95.0,yes,no,unknown,5,jun,1.28,2,0,unknown,no,-1,1
48,management,married,tertiary,no,1733.0,no,no,unknown,5,jun,5.3,3,0,unknown,no,-1,1
37,unknown,married,primary,no,808.0,no,no,unknown,5,jun,3.8,2,0,unknown,no,-1,1
59,management,married,primary,no,2269.0,no,yes,unknown,5,jun,2.63,1,0,unknown,no,-1,1
35,admin.,married,secondary,no,214.0,yes,yes,unknown,5,jun,4.12,1,0,unknown,no,-1,1
37,blue-collar,married,secondary,no,0.0,no,yes,unknown,5,jun,21.7,13,0,unknown,no,-1,3
41,technician,married,tertiary,no,13.0,no,no,unknown,5,jun,3.15,2,0,unknown,no,-1,1
45,services,married,secondary,no,1550.0,yes,no,unknown,5,jun,2.12,6,0,unknown,no,-1,1
43,management,divorced,secondary,no,130.0,yes,no,unknown,5,jun,1.05,3,0,unknown,no,-1,1
42,management,married,tertiary,no,477.0,yes,no,unknown,5,jun,8.62,3,0,unknown,no,-1,1
59,blue-collar,married,primary,no,8562.0,no,no,unknown,5,jun,1.43,2,0,unknown,no,-1,1
58,retired,married,secondary,no,150.0,yes,no,unknown,5,jun,7.0,4,0,unknown,no,-1,1
41,self-employed,married,secondary,no,20.0,no,no,unknown,5,jun,5.55,1,0,unknown,no,-1,1
38,technician,single,tertiary,no,-572.0,yes,yes,unknown,5,jun,0.43,24,0,unknown,no,-1,4
38,admin.,married,secondary,no,884.0,yes,no,unknown,5,jun,0.95,2,0,unknown,no,-1,1
57,self-employed,single,secondary,no,3277.0,no,no,unknown,5,jun,2.12,4,0,unknown,no,-1,1
40,services,married,secondary,no,429.0,no,no,unknown,5,jun,4.53,2,0,unknown,no,-1,1
44,unemployed,married,primary,no,97.0,yes,no,unknown,5,jun,1.75,3,0,unknown,no,-1,1
33,management,married,tertiary,no,113.0,yes,no,unknown,5,jun,1.68,11,0,unknown,no,-1,4
36,blue-collar,divorced,secondary,no,-11.0,no,no,unknown,5,jun,2.53,2,0,unknown,no,-1,1
39,blue-collar,single,unknown,no,3583.0,no,no,unknown,5,jun,1.62,2,0,unknown,no,-1,1
55,unemployed,married,tertiary,no,457.0,yes,no,unknown,5,jun,1.02,3,0,unknown,no,-1,1
53,unknown,married,unknown,no,1347.0,no,no,unknown,5,jun,1.53,2,0,unknown,no,-1,1
45,blue-collar,married,secondary,no,146.0,yes,yes,unknown,5,jun,0.37,15,0,unknown,no,-1,4
50,technician,married,secondary,no,416.0,yes,no,unknown,5,jun,8.23,5,0,unknown,yes,-1,1
39,blue-collar,single,primary,no,323.0,yes,no,unknown,5,jun,2.3,3,0,unknown,no,-1,1
39,blue-collar,married,primary,no,12848.0,yes,no,unknown,5,jun,5.62,2,0,unknown,no,-1,1
49,technician,married,secondary,no,550.0,yes,no,unknown,5,jun,6.87,2,0,unknown,no,-1,1
30,technician,married,secondary,yes,-1019.0,yes,no,unknown,5,jun,15.92,4,0,unknown,no,-1,3
45,blue-collar,divorced,primary,no,844.0,no,no,unknown,5,jun,16.97,3,0,unknown,yes,-1,3
38,blue-collar,single,secondary,no,68.0,no,no,unknown,5,jun,1.5,2,0,unknown,no,-1,1
42,blue-collar,married,secondary,no,698.0,no,no,unknown,5,jun,12.15,2,0,unknown,no,-1,3
36,admin.,single,secondary,no,-17.0,yes,no,unknown,5,jun,2.65,2,0,unknown,no,-1,1
30,services,married,secondary,no,311.0,yes,yes,unknown,5,jun,1.57,4,0,unknown,no,-1,1
53,entrepreneur,married,primary,no,943.0,yes,yes,unknown,5,jun,5.23,2,0,unknown,no,-1,1
36,management,married,tertiary,no,1357.0,yes,no,unknown,5,jun,1.23,5,0,unknown,no,-1,1
56,management,married,primary,no,0.0,no,no,unknown,5,jun,2.55,2,0,unknown,no,-1,1
44,unemployed,married,primary,no,280.0,yes,no,unknown,5,jun,3.22,2,0,unknown,no,-1,1
58,admin.,married,secondary,no,1464.0,yes,yes,unknown,5,jun,0.88,29,0,unknown,no,-1,4
39,technician,single,secondary,no,1820.0,no,no,unknown,5,jun,3.85,2,0,unknown,no,-1,1
55,management,married,unknown,no,0.0,no,no,unknown,5,jun,5.88,2,0,unknown,no,-1,1
39,blue-collar,single,primary,no,1537.0,no,yes,unknown,5,jun,13.42,2,0,unknown,no,-1,3
49,admin.,married,secondary,no,1677.0,no,no,unknown,5,jun,0.32,3,0,unknown,no,-1,1
51,technician,married,primary,no,223.0,yes,no,unknown,5,jun,2.18,3,0,unknown,no,-1,1
39,admin.,married,secondary,no,1595.0,yes,no,unknown,5,jun,1.7,2,0,unknown,no,-1,1
53,technician,divorced,secondary,no,12.0,no,no,unknown,5,jun,2.5,2,0,unknown,no,-1,1
41,management,married,tertiary,no,140.0,yes,no,unknown,5,jun,1.08,3,0,unknown,no,-1,1
35,admin.,single,secondary,no,2452.0,yes,no,unknown,5,jun,1.52,2,0,unknown,no,-1,1
37,self-employed,single,tertiary,no,281.0,yes,no,unknown,5,jun,14.48,2,0,unknown,no,-1,3
35,entrepreneur,married,secondary,no,2074.0,yes,no,unknown,5,jun,2.4,7,0,unknown,no,-1,1
38,services,married,secondary,no,5.0,no,no,unknown,5,jun,1.92,2,0,unknown,no,-1,1
41,management,married,tertiary,no,1304.0,yes,no,unknown,5,jun,1.55,3,0,unknown,no,-1,1
35,blue-collar,married,secondary,no,860.0,yes,no,unknown,5,jun,14.73,4,0,unknown,yes,-1,3
26,blue-collar,married,secondary,no,986.0,yes,no,unknown,5,jun,3.48,3,0,unknown,no,-1,1
41,blue-collar,married,secondary,no,0.0,no,no,unknown,5,jun,1.42,2,0,unknown,no,-1,1
58,housemaid,married,primary,no,419.0,no,yes,unknown,5,jun,4.92,3,0,unknown,no,-1,1
58,blue-collar,married,secondary,no,266.0,yes,no,unknown,5,jun,5.32,6,0,unknown,no,-1,1
42,technician,married,tertiary,no,1189.0,no,no,unknown,5,jun,5.38,3,0,unknown,no,-1,1
40,unemployed,married,secondary,no,3924.0,no,no,unknown,5,jun,10.8,2,0,unknown,no,-1,3
52,self-employed,single,tertiary,no,1623.0,yes,no,unknown,5,jun,0.35,17,0,unknown,no,-1,4
51,services,married,unknown,no,518.0,no,no,unknown,5,jun,5.2,3,0,unknown,no,-1,1
57,retired,married,primary,no,3594.0,no,no,unknown,5,jun,2.7,2,0,unknown,no,-1,1
46,management,married,unknown,no,2296.0,no,no,unknown,5,jun,1.12,2,0,unknown,no,-1,1
29,technician,single,secondary,no,3313.0,yes,no,unknown,5,jun,0.3,3,0,unknown,no,-1,1
40,blue-collar,married,primary,no,1613.0,yes,no,unknown,5,jun,9.02,3,0,unknown,no,-1,1
36,management,married,tertiary,no,-661.0,yes,yes,unknown,5,jun,3.68,3,0,unknown,no,-1,1
55,blue-collar,married,primary,no,2171.0,no,no,unknown,5,jun,2.3,2,0,unknown,no,-1,1
32,management,single,tertiary,no,1742.0,no,no,unknown,5,jun,3.85,2,0,unknown,no,-1,1
58,admin.,married,primary,no,549.0,no,no,unknown,5,jun,1.37,2,0,unknown,no,-1,1
38,student,single,tertiary,no,1523.0,yes,no,unknown,5,jun,0.28,16,0,unknown,no,-1,4
46,admin.,single,secondary,no,1790.0,yes,no,unknown,5,jun,3.57,5,0,unknown,no,-1,1
44,technician,married,secondary,no,363.0,no,yes,unknown,5,jun,10.83,2,0,unknown,no,-1,3
26,services,single,secondary,no,512.0,yes,yes,unknown,5,jun,1.25,3,0,unknown,no,-1,1
37,management,married,tertiary,no,636.0,no,yes,unknown,5,jun,5.63,2,0,unknown,no,-1,1
57,technician,married,primary,no,0.0,no,no,unknown,5,jun,0.97,8,0,unknown,no,-1,1
28,admin.,single,unknown,no,731.0,yes,no,unknown,5,jun,11.97,13,0,unknown,no,-1,4
47,blue-collar,married,unknown,no,3460.0,yes,no,unknown,5,jun,6.57,2,0,unknown,no,-1,1
40,entrepreneur,married,primary,no,4674.0,no,no,unknown,5,jun,2.67,2,0,unknown,no,-1,1
35,blue-collar,married,primary,no,3279.0,no,no,unknown,5,jun,4.0,2,0,unknown,no,-1,1
40,blue-collar,married,primary,no,12.0,yes,no,unknown,5,jun,0.9,26,0,unknown,no,-1,4
39,admin.,single,primary,no,2805.0,no,no,unknown,5,jun,4.8,2,0,unknown,no,-1,1
24,student,single,primary,no,0.0,no,no,unknown,5,jun,0.42,26,0,unknown,no,-1,4
34,blue-collar,single,secondary,no,1848.0,yes,no,unknown,5,jun,2.18,10,0,unknown,no,-1,1
34,management,single,tertiary,no,125.0,yes,yes,unknown,5,jun,0.3,31,0,unknown,no,-1,4
38,technician,married,secondary,no,635.0,no,no,unknown,5,jun,0.52,5,0,unknown,no,-1,1
55,management,divorced,secondary,no,394.0,no,no,unknown,5,jun,1.98,3,0,unknown,no,-1,1
39,technician,single,tertiary,no,1646.0,yes,no,unknown,5,jun,7.9,2,0,unknown,no,-1,1
44,blue-collar,married,secondary,no,249.0,yes,yes,unknown,5,jun,2.88,3,0,unknown,no,-1,1
45,self-employed,married,tertiary,no,334.0,no,no,unknown,5,jun,1.45,2,0,unknown,no,-1,1
47,admin.,married,secondary,no,407.0,yes,no,unknown,5,jun,1.12,12,0,unknown,no,-1,4
46,blue-collar,married,primary,no,2093.0,no,no,unknown,5,jun,2.13,2,0,unknown,no,-1,1
53,blue-collar,married,primary,no,0.0,yes,no,unknown,5,jun,4.75,2,0,unknown,no,-1,1
51,admin.,married,secondary,no,1699.0,no,no,unknown,5,jun,2.55,2,0,unknown,no,-1,1
59,management,single,tertiary,no,911.0,no,yes,unknown,5,jun,2.87,2,0,unknown,no,-1,1
39,blue-collar,married,primary,no,3127.0,yes,yes,unknown,5,jun,7.52,2,0,unknown,no,-1,1
52,blue-collar,married,primary,no,-133.0,no,no,unknown,5,jun,1.6,2,0,unknown,no,-1,1
39,blue-collar,single,unknown,no,2841.0,yes,no,unknown,5,jun,18.68,3,0,unknown,no,-1,3
41,blue-collar,married,primary,no,2770.0,yes,yes,unknown,5,jun,3.18,2,0,unknown,no,-1,1
42,blue-collar,married,secondary,no,-355.0,yes,yes,unknown,5,jun,15.65,6,0,unknown,no,-1,3
42,self-employed,married,tertiary,no,21861.0,no,no,unknown,5,jun,8.1,2,0,unknown,no,-1,1
52,management,married,secondary,no,3258.0,no,no,unknown,5,jun,3.9,3,0,unknown,no,-1,1
47,unemployed,married,primary,no,122.0,no,yes,unknown,5,jun,4.0,3,0,unknown,no,-1,1
39,self-employed,divorced,secondary,yes,-103.0,no,yes,unknown,5,jun,3.5,3,0,unknown,no,-1,1
42,blue-collar,married,secondary,no,230.0,yes,no,unknown,5,jun,2.92,7,0,unknown,no,-1,1
38,admin.,married,primary,no,3.0,yes,yes,unknown,5,jun,2.07,2,0,unknown,no,-1,1
39,services,single,secondary,no,609.0,no,no,unknown,5,jun,6.2,1,0,unknown,no,-1,1
35,housemaid,single,secondary,no,1015.0,yes,no,unknown,5,jun,6.77,2,0,unknown,yes,-1,1
58,technician,married,primary,yes,-247.0,no,no,unknown,6,jun,2.98,1,0,unknown,no,-1,1
56,management,divorced,tertiary,no,0.0,no,no,unknown,6,jun,7.72,4,0,unknown,no,-1,1
46,management,married,tertiary,no,625.0,yes,no,unknown,6,jun,2.12,1,0,unknown,no,-1,1
60,technician,divorced,secondary,no,0.0,no,no,unknown,6,jun,1.75,1,0,unknown,no,-1,1
39,unknown,married,secondary,no,1701.0,no,no,unknown,6,jun,2.33,1,0,unknown,no,-1,1
